ID_Venta,Fecha,Producto,Categoria,Canal,Precio_Venta,Costo_Repo,Comision_Plat,Costo_Envio
262,2026-01-18 02:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,21373.13,15000,3205.97,0
263,2026-01-31 20:00:00,Shaker Pro,Accesorios,Instagram/Directo,4738.84,3500,0.0,0
264,2026-03-14 16:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,16276.38,12000,2441.46,0
265,2026-03-17 07:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17702.59,12000,5310.78,0
266,2026-02-17 20:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,21680.97,15000,6504.29,0
267,2026-01-31 13:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,44493.25,32000,13347.97,3500
268,2026-01-02 15:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,47867.35,32000,0.0,3500
269,2026-03-27 14:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6604.24,4500,0.0,0
271,2026-05-01 11:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,41932.55,28000,0.0,3500
272,2026-04-17 01:00:00,Shaker Pro,Accesorios,ML_Clasico,4840.23,3500,726.03,0
274,2026-04-12 07:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,24501.91,18000,0.0,0
275,2026-03-16 07:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,47526.61,32000,0.0,3500
276,2026-02-28 07:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,36986.15,25000,0.0,3500
277,2026-04-06 05:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,26274.32,18000,3941.15,0
278,2026-04-08 16:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,37826.71,26000,0.0,3500
280,2026-01-29 19:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19091.06,14000,0.0,0
281,2026-01-15 09:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,44971.81,32000,6745.77,3500
282,2026-03-29 01:00:00,Shaker Pro,Accesorios,Instagram/Directo,4935.33,3500,0.0,0
283,2026-04-24 20:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,35774.6,26000,10732.38,3500
284,2026-04-13 21:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,21619.91,15000,6485.97,0
285,2026-03-19 11:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,17288.9,12000,2593.33,0
286,2026-01-05 08:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,40709.06,28000,0.0,3500
287,2026-03-04 04:00:00,Glutamina 300g,Suplementos,ML_Premium,20929.43,14000,6278.83,0
288,2026-03-31 01:00:00,Shaker Pro,Accesorios,ML_Premium,4819.15,3500,1445.75,0
289,2026-01-16 07:00:00,Glutamina 300g,Suplementos,Instagram/Directo,20717.31,14000,0.0,0
290,2026-03-22 04:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,26033.8,18000,3905.07,0
291,2026-02-11 18:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,25854.45,18000,7756.33,0
292,2026-01-29 23:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,47939.96,32000,14381.99,3500
293,2026-03-11 00:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,29788.58,21000,8936.57,0
294,2026-04-05 16:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,20757.65,15000,3113.65,0
295,2026-04-28 18:00:00,Straps de Agarre,Accesorios,ML_Premium,6689.46,4500,2006.84,0
296,2026-03-25 05:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,36388.24,25000,0.0,3500
297,2026-02-21 20:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,16301.92,12000,4890.58,0
298,2026-01-23 23:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,20672.56,15000,3100.88,0
299,2026-01-21 10:00:00,Glutamina 300g,Suplementos,ML_Clasico,19812.02,14000,2971.8,0
300,2026-03-06 22:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,35376.32,26000,5306.45,3500
301,2026-03-02 22:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,24532.45,18000,3679.87,0
302,2026-02-27 19:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,35755.41,25000,0.0,3500
303,2026-03-23 05:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,35169.44,25000,5275.42,3500
304,2026-01-20 00:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,26361.2,18000,7908.36,0
305,2026-04-05 20:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,43495.95,32000,6524.39,3500
306,2026-04-28 09:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,34997.03,25000,10499.11,3500
307,2026-01-14 17:00:00,Straps de Agarre,Accesorios,ML_Clasico,6700.72,4500,1005.11,0
308,2026-04-06 21:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,29419.8,21000,4412.97,0
309,2026-03-27 23:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,35436.46,26000,0.0,3500
310,2026-01-12 14:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,45309.63,32000,0.0,3500
311,2026-01-31 06:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,35912.73,25000,5386.91,3500
312,2026-03-27 08:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,44197.41,32000,0.0,3500
313,2026-04-17 22:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17223.52,12000,0.0,0
314,2026-04-07 16:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,26005.13,18000,0.0,0
315,2026-01-26 15:00:00,Cinto de Cuero Gym,Accesorios,ML_Premium,20693.28,15000,6207.98,0
316,2026-03-02 19:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,31018.06,21000,9305.42,3500
317,2026-02-05 02:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6534.68,4500,0.0,0
318,2026-01-15 01:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19222.52,14000,0.0,0
319,2026-02-08 04:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,38564.4,26000,5784.66,3500
320,2026-04-28 21:00:00,Straps de Agarre,Accesorios,ML_Clasico,6660.38,4500,999.06,0
321,2026-04-28 23:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,36505.12,26000,0.0,3500
322,2026-01-13 15:00:00,Glutamina 300g,Suplementos,ML_Premium,20051.99,14000,6015.6,0
323,2026-03-20 16:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,39430.69,28000,5914.6,3500
324,2026-01-07 08:00:00,Straps de Agarre,Accesorios,ML_Premium,6310.76,4500,1893.23,0
325,2026-04-26 12:00:00,Straps de Agarre,Accesorios,ML_Premium,6569.34,4500,1970.8,0
326,2026-01-01 19:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,38645.97,28000,5796.9,3500
327,2026-03-29 03:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20817.33,15000,0.0,0
328,2026-01-04 01:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,38310.74,28000,0.0,3500
329,2026-04-14 19:00:00,Straps de Agarre,Accesorios,ML_Clasico,6540.86,4500,981.13,0
330,2026-04-30 23:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,44679.91,32000,0.0,3500
331,2026-02-04 07:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,39207.41,28000,5881.11,3500
332,2026-02-18 22:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,26943.68,18000,4041.55,0
333,2026-03-15 23:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,28975.94,21000,8692.78,0
334,2026-01-11 10:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,26624.3,18000,7987.29,0
335,2026-03-03 23:00:00,Straps de Agarre,Accesorios,ML_Premium,6260.3,4500,1878.09,0
336,2026-03-26 20:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20256.75,15000,0.0,0
337,2026-03-03 19:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,20559.11,15000,0.0,0
338,2026-03-18 21:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6389.71,4500,0.0,0
339,2026-02-15 07:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,40722.14,28000,0.0,3500
340,2026-01-05 03:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,26112.99,18000,7833.9,0
341,2026-01-16 10:00:00,Straps de Agarre,Accesorios,ML_Premium,6435.44,4500,1930.63,0
342,2026-01-20 23:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,35530.69,26000,10659.21,3500
343,2026-04-16 00:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,25219.18,18000,3782.88,0
344,2026-01-01 16:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,35985.63,25000,10795.69,3500
345,2026-03-20 02:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,24383.31,18000,7314.99,0
346,2026-01-20 10:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,26510.11,18000,7953.03,0
347,2026-04-14 07:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,36164.22,25000,5424.63,3500
348,2026-04-10 21:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,39557.09,28000,0.0,3500
349,2026-04-12 17:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,20755.97,15000,3113.39,0
350,2026-01-17 07:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,40120.81,28000,0.0,3500
351,2026-03-08 18:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,38102.73,26000,11430.82,3500
352,2026-01-22 07:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,20808.56,15000,3121.28,0
353,2026-02-28 00:00:00,Shaker Pro,Accesorios,ML_Clasico,5078.03,3500,761.7,0
354,2026-03-20 15:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,21119.19,15000,3167.88,0
355,2026-01-15 05:00:00,Straps de Agarre,Accesorios,ML_Premium,6175.24,4500,1852.57,0
357,2026-02-07 05:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,25223.9,18000,0.0,0
358,2026-03-29 00:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,38718.21,26000,5807.73,3500
359,2026-03-04 19:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,20590.93,15000,3088.64,0
360,2026-03-08 21:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,41912.57,28000,0.0,3500
361,2026-04-25 18:00:00,Shaker Pro,Accesorios,Instagram/Directo,5178.97,3500,0.0,0
362,2026-03-07 17:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17105.82,12000,5131.75,0
363,2026-03-11 08:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,35321.38,25000,5298.21,3500
364,2026-03-09 19:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,17113.98,12000,2567.1,0
365,2026-04-05 15:00:00,Shaker Pro,Accesorios,Instagram/Directo,4936.21,3500,0.0,0
366,2026-03-21 15:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,21979.21,15000,0.0,0
367,2026-01-08 02:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,36564.42,25000,5484.66,3500
368,2026-02-27 22:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6668.05,4500,0.0,0
369,2026-03-20 19:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,38614.97,26000,11584.49,3500
370,2026-04-05 17:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,28788.11,21000,4318.22,0
371,2026-01-14 18:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,43242.93,32000,6486.44,3500
372,2026-01-31 03:00:00,Straps de Agarre,Accesorios,ML_Premium,6433.4,4500,1930.02,0
373,2026-03-15 09:00:00,Creatina Micronizada 300g,Creatinas,Instagram/Directo,31021.32,21000,0.0,3500
374,2026-04-24 21:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,33893.81,25000,10168.14,3500
375,2026-03-29 10:00:00,Straps de Agarre,Accesorios,ML_Clasico,6528.27,4500,979.24,0
376,2026-01-26 19:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,38443.19,28000,11532.96,3500
377,2026-04-11 10:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,47251.17,32000,14175.35,3500
378,2026-03-10 15:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,41202.02,28000,0.0,3500
380,2026-03-23 16:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,22438.63,15000,3365.79,0
381,2026-03-05 08:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,35876.36,25000,5381.45,3500
382,2026-02-26 08:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,35042.52,25000,0.0,3500
383,2026-04-23 21:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,24444.95,18000,3666.74,0
384,2026-01-28 06:00:00,Shaker Pro,Accesorios,ML_Premium,5092.55,3500,1527.77,0
385,2026-01-26 08:00:00,Glutamina 300g,Suplementos,Instagram/Directo,20253.47,14000,0.0,0
386,2026-02-06 02:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19261.43,14000,0.0,0
387,2026-01-16 11:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,47021.17,32000,0.0,3500
388,2026-03-13 05:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,35244.89,26000,10573.47,3500
389,2026-04-07 10:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,38616.47,28000,0.0,3500
390,2026-03-02 18:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6461.68,4500,0.0,0
391,2026-01-22 12:00:00,Cinto de Cuero Gym,Accesorios,ML_Premium,20742.41,15000,6222.72,0
392,2026-02-26 22:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,21994.52,15000,0.0,0
393,2026-04-22 05:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,47413.97,32000,7112.1,3500
394,2026-03-11 06:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,35250.43,25000,0.0,3500
395,2026-03-30 05:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,16293.5,12000,4888.05,0
396,2026-01-29 19:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,46235.06,32000,0.0,3500
397,2026-04-08 12:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,16439.56,12000,2465.93,0
398,2026-02-14 12:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,20683.91,15000,0.0,0
399,2026-02-04 19:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,24766.99,18000,0.0,0
400,2026-01-18 09:00:00,Straps de Agarre,Accesorios,ML_Clasico,6162.36,4500,924.35,0
401,2026-01-09 02:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,20847.27,15000,6254.18,0
402,2026-03-28 05:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,47318.47,32000,0.0,3500
404,2026-04-02 15:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19892.99,14000,0.0,0
405,2026-04-07 21:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,39172.84,28000,11751.85,3500
406,2026-02-15 18:00:00,Shaker Pro,Accesorios,Instagram/Directo,4862.28,3500,0.0,0
407,2026-04-01 07:00:00,Shaker Pro,Accesorios,ML_Premium,4758.99,3500,1427.7,0
408,2026-02-23 12:00:00,Straps de Agarre,Accesorios,ML_Premium,6125.14,4500,1837.54,0
409,2026-01-17 04:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,25191.29,18000,7557.39,0
410,2026-03-09 15:00:00,Straps de Agarre,Accesorios,ML_Premium,6353.73,4500,1906.12,0
411,2026-03-14 14:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,22059.88,15000,3308.98,0
412,2026-04-11 01:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,16802.51,12000,2520.38,0
413,2026-01-17 22:00:00,Cinto de Cuero Gym,Accesorios,ML_Premium,20343.19,15000,6102.96,0
414,2026-01-10 01:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,20623.86,15000,3093.58,0
415,2026-03-13 19:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,20335.13,15000,6100.54,0
416,2026-03-31 08:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6395.16,4500,0.0,0
418,2026-01-11 01:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,21262.53,15000,0.0,0
419,2026-02-18 19:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,37644.99,26000,0.0,3500
420,2026-04-11 19:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,20767.81,15000,3115.17,0
421,2026-04-19 13:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19998.33,14000,0.0,0
422,2026-04-09 05:00:00,Straps de Agarre,Accesorios,ML_Premium,6456.2,4500,1936.86,0
423,2026-02-10 05:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,26574.45,18000,0.0,0
424,2026-04-26 12:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,35625.24,25000,10687.57,3500
425,2026-03-10 15:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,34673.36,25000,0.0,3500
426,2026-04-08 19:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,25654.62,18000,0.0,0
427,2026-02-11 07:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,37666.55,26000,5649.98,3500
428,2026-03-18 21:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,37335.67,25000,0.0,3500
429,2026-02-15 01:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20969.99,15000,0.0,0
430,2026-03-17 01:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,41043.49,28000,6156.52,3500
431,2026-01-25 14:00:00,Shaker Pro,Accesorios,ML_Premium,5214.97,3500,1564.49,0
432,2026-04-14 21:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,34153.7,25000,5123.05,3500
433,2026-01-19 17:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,36104.66,26000,10831.4,3500
435,2026-01-17 05:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,36378.99,25000,10913.7,3500
436,2026-01-06 12:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,37143.58,25000,0.0,3500
437,2026-04-14 20:00:00,Straps de Agarre,Accesorios,ML_Clasico,6130.33,4500,919.55,0
438,2026-03-27 07:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,20772.94,15000,3115.94,0
439,2026-04-16 15:00:00,Shaker Pro,Accesorios,ML_Clasico,4961.3,3500,744.2,0
440,2026-04-23 11:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,21101.26,15000,3165.19,0
441,2026-02-04 02:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17529.59,12000,0.0,0
442,2026-04-06 10:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,35892.14,26000,0.0,3500
444,2026-02-17 00:00:00,Glutamina 300g,Suplementos,ML_Premium,20674.98,14000,6202.49,0
445,2026-01-18 14:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,17249.08,12000,2587.36,0
446,2026-02-03 00:00:00,Glutamina 300g,Suplementos,ML_Premium,19093.9,14000,5728.17,0
447,2026-01-27 02:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,45156.55,32000,6773.48,3500
448,2026-03-31 14:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,37230.47,25000,0.0,3500
449,2026-02-02 00:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,26584.81,18000,7975.44,0
450,2026-03-07 01:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,44463.89,32000,6669.58,3500
451,2026-01-05 05:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,43586.82,32000,13076.04,3500
452,2026-01-08 20:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,40724.27,28000,0.0,3500
453,2026-02-05 05:00:00,Cinto de Cuero Gym,Accesorios,ML_Premium,20965.42,15000,6289.62,0
454,2026-02-19 05:00:00,Glutamina 300g,Suplementos,ML_Premium,20390.69,14000,6117.21,0
455,2026-04-22 07:00:00,Glutamina 300g,Suplementos,ML_Clasico,19064.43,14000,2859.66,0
456,2026-03-02 08:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,35938.5,26000,5390.78,3500
457,2026-01-12 06:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,35711.46,26000,0.0,3500
458,2026-01-15 12:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6458.19,4500,0.0,0
459,2026-04-10 11:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,31479.52,21000,9443.86,3500
460,2026-01-28 12:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,38707.48,26000,5806.12,3500
461,2026-02-22 20:00:00,Glutamina 300g,Suplementos,ML_Premium,19404.86,14000,5821.46,0
462,2026-04-01 18:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,40334.74,28000,6050.21,3500
463,2026-01-29 13:00:00,Straps de Agarre,Accesorios,ML_Clasico,6735.92,4500,1010.39,0
464,2026-01-21 11:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,41623.55,28000,6243.53,3500
465,2026-03-04 06:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,44044.02,32000,13213.2,3500
466,2026-01-06 09:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,21521.09,15000,3228.16,0
467,2026-02-08 06:00:00,Straps de Agarre,Accesorios,ML_Clasico,6574.98,4500,986.25,0
468,2026-04-08 16:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6269.21,4500,0.0,0
469,2026-03-08 18:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17840.56,12000,0.0,0
470,2026-03-04 08:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,38598.55,26000,11579.57,3500
471,2026-02-06 06:00:00,Creatina Micronizada 300g,Creatinas,Instagram/Directo,29464.0,21000,0.0,0
472,2026-01-09 18:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,21216.52,15000,0.0,0
473,2026-02-22 20:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17076.44,12000,0.0,0
474,2026-03-04 10:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,35307.94,25000,0.0,3500
475,2026-01-16 11:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17822.51,12000,0.0,0
476,2026-04-20 00:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,45657.53,32000,13697.26,3500
477,2026-01-08 19:00:00,Glutamina 300g,Suplementos,ML_Clasico,19217.7,14000,2882.65,0
478,2026-02-03 11:00:00,Shaker Pro,Accesorios,Instagram/Directo,5160.74,3500,0.0,0
479,2026-04-28 22:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,35830.66,25000,5374.6,3500
480,2026-04-19 17:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,45527.03,32000,0.0,3500
481,2026-04-27 22:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,44115.47,32000,0.0,3500
482,2026-01-03 08:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,36880.16,26000,5532.02,3500
483,2026-04-20 10:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,22233.74,15000,6670.12,0
484,2026-01-07 00:00:00,Shaker Pro,Accesorios,Instagram/Directo,5164.29,3500,0.0,0
485,2026-01-21 19:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,35359.5,25000,5303.93,3500
487,2026-03-16 21:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,41355.89,28000,12406.77,3500
488,2026-02-14 11:00:00,Straps de Agarre,Accesorios,ML_Clasico,6398.89,4500,959.83,0
489,2026-05-01 00:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6377.79,4500,0.0,0
490,2026-01-18 09:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,30065.55,21000,9019.67,3500
491,2026-04-03 19:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,34505.99,25000,0.0,3500
492,2026-01-04 00:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,34342.73,25000,10302.82,3500
493,2026-03-12 15:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,46440.96,32000,13932.29,3500
494,2026-04-02 04:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,22203.79,15000,3330.57,0
495,2026-04-25 07:00:00,Glutamina 300g,Suplementos,ML_Premium,19553.85,14000,5866.15,0
496,2026-03-29 09:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,34001.25,25000,0.0,3500
497,2026-03-29 03:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,38708.46,28000,11612.54,3500
498,2026-03-14 19:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,47997.01,32000,7199.55,3500
499,2026-03-08 14:00:00,Shaker Pro,Accesorios,ML_Premium,5078.45,3500,1523.53,0
500,2026-01-22 05:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,37592.31,26000,0.0,3500
501,2026-01-26 03:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,16407.9,12000,4922.37,0
502,2026-03-13 00:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,45224.94,32000,6783.74,3500
504,2026-03-28 03:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,35294.58,26000,5294.19,3500
505,2026-03-10 22:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,26837.2,18000,8051.16,0
506,2026-04-12 09:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,20281.33,15000,0.0,0
507,2026-05-01 22:00:00,Shaker Pro,Accesorios,ML_Premium,4999.13,3500,1499.74,0
508,2026-04-12 12:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17952.34,12000,5385.7,0
509,2026-03-23 07:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,40357.71,28000,12107.31,3500
510,2026-03-12 16:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,21905.04,15000,6571.51,0
511,2026-03-17 12:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,21234.5,15000,3185.17,0
512,2026-03-01 05:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,30745.14,21000,4611.77,3500
513,2026-04-15 15:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,36373.58,26000,0.0,3500
514,2026-01-16 16:00:00,Shaker Pro,Accesorios,ML_Clasico,4730.9,3500,709.64,0
515,2026-04-08 07:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,37364.6,25000,5604.69,3500
516,2026-02-10 12:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17095.02,12000,5128.51,0
517,2026-04-08 13:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17053.73,12000,5116.12,0
518,2026-01-12 15:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,39800.92,28000,0.0,3500
519,2026-04-18 14:00:00,Shaker Pro,Accesorios,Instagram/Directo,4922.77,3500,0.0,0
521,2026-04-28 02:00:00,Creatina Monohidrato 500g,Creatinas,ML_Premium,37310.23,26000,11193.07,3500
